KL(p‖q) in words = ?	cross-entropy − entropy = the bits wasted coding p with q; ≥ 0 (Gibbs). The SAME object is the training loss (M15), the ELBO (M13), and the predictive score (M17).	M03 generative-stories
A fair coin's entropy: how many bits, how many nats — and why care?	1 bit = ln 2 ≈ 0.693 nats. Code cross-entropy is in nats; state the base or your numbers drift by a factor of ln 2.	M03 generative-stories
Softmax temperature is the Lagrange multiplier of what, and what happens as T→0 / T→∞?	Max-entropy over classes; T→0 gives argmax, T→∞ gives uniform. Entropy rises 0.822→2.125→2.322 bits as T climbs.	M03 generative-stories
Same 9-of-12 data: binomial p = 0.073 vs neg-binomial p = 0.033 — but the posterior?	IDENTICAL: shared likelihood \(\propto\theta^9(1-\theta)^3\), shared Beta(10,4), mean 0.7143. The design splits the p-value; it cannot split the evidence. [S3]	M04 likelihood
Is the likelihood \(L(\theta)\) a probability distribution over \(\theta\)?	No — it doesn't integrate to 1 in \(\theta\) and its height means nothing on its own. Only \(L(\theta)p(\theta)\) normalized is a distribution.	M04 likelihood
Fisher information \(I(0.3)\) for a Bernoulli = ? and what does it set?	4.7619; \(I=\mathrm{Var}[\text{score}]=E[-\ell'']\), additive as \(nI\), and it sets the posterior width \(1/\sqrt{nI}\).	M04 likelihood
A survivor recorded as a death at c: what does it do to the MLE?	Inflates the hazard — 0.6452 (naive drop/plug-in) vs 0.5376 (correct \(S(c)\) term). The fix is the right likelihood contribution, not a heuristic.	M04 likelihood
Which ML losses are negative log-likelihoods, and of what?	Cross-entropy = Bernoulli, MSE = Gaussian, MAE = Laplace; MLE = ERM under log loss.	M04 likelihood
Exponential families are exactly the families (fixed support) with WHAT property?	Fixed-dimensional sufficient statistics (Pitman–Koopman); \(U(0,\theta)\) escapes only by moving \(\theta\) into the support.	M04 likelihood
The master shrinkage formula: posterior mean = ?	\(\frac{\kappa}{\kappa+n}\cdot\)prior mean \(+\ \frac{n}{\kappa+n}\cdot\)MLE — the prior is worth \(\kappa\) pseudo-observations; the same formula is ridge, the Kalman gain, and partial pooling.	M05 conjugacy
2-of-2 successes, Beta(1,1) prior: predictive next-success vs MLE?	Predictive 0.75 vs MLE 1.0 — plug-in prediction is most overconfident exactly when data are scarcest. [S2]	M05 conjugacy
Posterior-predictive variance vs plug-in variance (Beta-Binomial demo): which is bigger, by how much?	Predictive is strictly wider: 4.69 vs 2.34 — it adds the epistemic term (law of total variance). The plug-in 90% interval under-covers (0.8307).	M05 conjugacy
A/B test 57/1000 (B) vs 41/1000 (A): P(B>A)=0.9510 — ship which, and why not just read the 19:1 odds?	Ship B — the expected-LOSS (regret) ratio is 81×, not 19×. P(B>A) is line 2; the ship call is line 4 and needs a loss.	M05 conjugacy
When \(\sigma^2\) is unknown, the conjugate predictive is Normal or Student-t?	Student-t (df = \(2a_n\)), heaviest-tailed at small n; plugging in \(\hat\sigma^2\) gives thin Gaussian tails and under-prices outliers.	M05 conjugacy
Dirichlet add-\(\alpha\) trap: \(\alpha=10^{-4}\) with V=\(10^4\) categories gives what pseudo-count \(\kappa\)?	\(\kappa=\alpha V=1\) — a "negligible" \(\alpha\) is secretly one full pseudo-observation. State \(\kappa\).	M05 conjugacy
Gamma convention trap: does gamma_poisson_update return a rate or a scale, and what does scipy want?	It returns a RATE (course \(\mathrm{Gamma}(\alpha,\beta)\), \(\beta\)=rate); scipy's gamma/invgamma want scale = 1/rate. A silent swap corrupts every downstream number.	M05 conjugacy
Loss → estimator dictionary: L2, L1, 0-1, and pinball(q) each give which summary?	L2 → mean, L1 → median, 0-1 → mode, pinball(q) → the q-quantile. Name the loss, then read the estimate off it.	M06 decisions
Gamma(2,1): mode, median, mean?	1.0000 / 1.6783 / 2.0000 — three different numbers on a skew; \(E[L2]\) at the mean = the variance = 2.0000 exactly.	M06 decisions
Newsvendor with underage:overage = \(c_u{:}c_o\): order which quantity?	The \(c_u/(c_u+c_o)\)-fractile of the posterior PREDICTIVE (order 12 at the 0.75 fractile in the demo). Pinball loss gives any quantile.	M06 decisions
Lasso "sparse Bayes": is the Laplace-prior posterior MEAN ever exactly zero?	Never — sparsity is a property of the MODE (MAP 0.0000), not the mean (0.1432, 0.3945). For sparsity + honest uncertainty use a horseshoe (M18).	M06 decisions
Credible vs confidence interval — the one-sentence distinction?	Credible = a post-data probability statement about \(\theta\); confidence = a pre-data guarantee about the procedure over repetitions. Both correct, different questions.	M06 decisions
Prior-averaged coverage of a Bayesian credible interval = ? Does it hold pointwise?	\(=1-\alpha\) exactly (0.9501, by Fubini); pointwise it VARIES (0.9715 at \(\theta=0\), 0.8827 at \(\theta=4\)) and degrades under a wrong prior (0.8288).	M06 decisions
Prior influence decays at what rate for an IDENTIFIED parameter — and for an unidentified one?	\(1/n\) for identified (decisive at small n / boundary, negligible at large n); it NEVER washes out for unidentified directions — there the prior is the sole carrier of information.	M07 priors
Jeffreys prior formula, and what is it for a Bernoulli rate?	\(\pi_J\propto\sqrt{I(\theta)}\); for a Bernoulli rate it is Beta(½,½). Invariant to reparameterization — flat isn't.	M07 priors
An \(N(0.5, 10^2)\) prior on a probability: what fraction of mass is impossible?	0.9601 outside [0,1] — "vague" on the wrong scale is confidently wrong. Always run a prior-predictive check.	M07 priors
"Flat = noninformative" — why is a flat prior not coordinate-free?	Uniform in \(\theta\) is curved in the log-odds; flatness isn't invariant. Want invariance → Jeffreys / reference prior.	M07 priors
Haldane Beta(0,0) prior on all-successes data: what breaks, and how loudly?	The posterior is improper — with NO error message. Prove propriety or use a proper weakly-informative prior.	M07 priors
Sensitivity-fan spread at n=10 vs n=\(10^4\) (prior means spanning 0.6)?	0.3000 at n=10 (~half the prior span) → 0.0006 at n=\(10^4\). Draw the fan instead of arguing whether the prior matters.	M07 priors
James–Stein vs MLE total MSE at d=10, \(\theta=0\) — the numbers, and the crossover dimension?	MSE 9.98 (MLE) vs 1.99 (JS) vs 1.25 (JS+); the MLE is INADMISSIBLE for d≥3, no dominance at d≤2, crossover at d=3. [S4]	M08 frequentist-bridge
James–Stein IS which Bayesian object?	An empirical-Bayes posterior mean \((1-B)X\) with \(\hat B=(d-2)/\lVert X\rVert^2\). Admissibility forced frequentists to invent a posterior mean.	M08 frequentist-bridge
The four Bernstein–von Mises conditions?	Well-specified, fixed finite-dim identifiable \(\theta\), interior point, positive-continuous prior. Each has a named failure: boundary / Neyman–Scott / nonidentified / misspecified.	M08 frequentist-bridge
BvM total-variation distance at n=5 vs n=500 (Gamma posterior)?	0.1668 → 0.0165 — the credible interval approaches the confidence interval as n→∞.	M08 frequentist-bridge
Neyman–Scott (growing nuisances): the MLE of \(\sigma^2\) converges to?	\(\sigma^2/2\) (0.4988) — biased, a BvM breakdown because the parameter dimension grows with n.	M08 frequentist-bridge
Stein's paradox: does James–Stein improve EVERY coordinate?	No — a coordinate far from the target gets WORSE; only total risk over d≥3 wins. Don't shrink a quantity you care about individually.	M08 frequentist-bridge
MCSE formula — and how many draws for 10× more precision?	\(\mathrm{MCSE}=s/\sqrt{M}\); error falls as \(1/\sqrt M\), so 10× precision costs 100× draws. Report it always — an unreported MCSE is a silent overclaim.	M09 monte-carlo
Kong ESS formula — and is it cv² of normalized or unnormalized weights?	\(\mathrm{ESS}=(\sum w)^2/\sum w^2 = M/(1+\mathrm{cv}^2)\le M\), cv² of the UNNORMALIZED weights.	M09 monte-carlo
Importance sampling: a single run reports ESS 35% and "passes" — why distrust it?	Infinite-variance weights: \(E[\theta^2]=1.693\) vs true 3 (44% low). The real alarm is the ESS FRACTION collapsing as M grows (62.65%→12.27%), not any one run.	M09 monte-carlo
The tail rule for importance-sampling proposals?	Proposal tails must be ≥ target tails — sample from the fat distribution to learn about the thin one, never the reverse. A Normal proposal for a t-target has infinite-variance weights.	M09 monte-carlo
Rejection sampling: acceptance rate, and how does cost scale with dimension?	Acceptance = 1/C, E[trials] = C; C grows exponentially with d (1-in-402 at d=10). This wall is what forces the move to Markov chains (M10).	M09 monte-carlo
\(P(Z>4)=3.167\text{e-}5\): what does naive Monte Carlo at M=\(10^4\) give?	Usually 0 hits (12/12 zero); relative error ≈ \(1/\sqrt{Mp}\). Importance sampling with a shifted proposal nails it — SE 84× smaller on the same budget.	M09 monte-carlo
MH acceptance ratio — and why does the evidence cancel?	\(\alpha=\min\{1,\ \tilde\pi(\theta')q(\theta\mid\theta')/[\tilde\pi(\theta)q(\theta'\mid\theta)]\}\); only ratios of the UNNORMALIZED target appear, so \(p(y)\) cancels. That is what makes Bayesian computation possible.	M10 metropolis-hastings
RW-Metropolis optimal acceptance: high-d vs 1-D vs HMC?	0.234 (d→∞ product target, step \(2.38/\sqrt d\)), ≈0.44 in 1-D, ≈0.651 for HMC. A design target, never a convergence test.	M10 metropolis-hastings
16,000 autocorrelated draws with ESS 2304.9 — which number do you report, and why?	ESS (~2300), not the draw count; the raw count overstates precision by \(\sqrt{\text{autocorrelation factor}}\).	M10 metropolis-hastings
A single chain trapped in one mode of a ±5 bimodal: what do the within-chain diagnostics show?	Everything passes — clean trace, single-chain split-R̂ 1.0028 — while P(θ>0)=0.0000. Four-chain rank-R̂ 1.7365 / ESS 6.1 catches it. Diagnostics are necessary, not sufficient.	M10 metropolis-hastings
Plain split-R̂ vs rank-normalized R̂ on the fooling example — do they agree?	No: 5.5422 (plain) vs 1.7365 (rank). ArviZ 1.x rank-normalizes — rank-normalize before comparing, or expect a benign gap.	M10 metropolis-hastings
2-state chain with \(\lambda_2=0.8\): relaxation time and integrated autocorrelation time?	\(t_\text{rel}=1/(1-\lambda_2)=5.00\), \(\tau_\text{int}=9.00\) exact; ACF decays as \(\lambda_2^k\). Mixing is a spectral gap.	M10 metropolis-hastings
Bivariate-normal Gibbs: lag-1 autocorrelation = ? (give it at \(\rho=0.9\) and \(\rho=0.99\))	\(\rho^2\) EXACTLY — 0.8117 at \(\rho=0.9\), 0.9801 at \(\rho=0.99\). Read mixing off \(\rho^2\), not \(\rho\).	M11 gibbs
Bivariate Gibbs ESS/M: formula in \(\rho\), and value at \(\rho=0.99\)?	\((1-\rho^2)/(1+\rho^2)\) → ~0.010 at \(\rho=0.99\) (~100 iterations per independent draw). Blocking correlated components fixes it (89.7× gain).	M11 gibbs
Gibbs is Metropolis–Hastings with what acceptance probability?	Exactly 1 (ratio prints 1.0000000000) — full conditionals, no step size, no rejections, but only axis-aligned moves.	M11 gibbs
rinvgamma(a,b) built from numpy's gamma — what is the exact call, and why the trap?	\(1/\text{rng.gamma}(a,\ 1/b)\): numpy's gamma takes SCALE, so to sample rate \(b\) you pass \(1/b\). Convention referee-verified vs scipy.	M11 gibbs
Complete-case analysis under MAR (not MCAR): what happens?	Silently biased — \(-0.3959\) vs truth 0 (predicted −0.432); impute-within-Gibbs removes it (0.0149). "Just drop the missing rows" is a modeling decision, usually the wrong one.	M11 gibbs
Rao-Blackwellize a Gibbs estimator: average what, for what gain?	Average the closed-form conditional MEAN instead of the raw draw — here a 58.8× variance reduction, for free.	M11 gibbs
\(N(0,I)\) in d=1000: where does the probability mass live, and how far from the mode?	In a thin shell at \(\lVert\theta\rVert\approx\sqrt d=31.61\) (sd 0.71); ZERO draws land within \(\sqrt d/2\) of the mode. The typical set, not the mode. [S1]	M12 hmc
RW-Metropolis ESS/iter scaling with dimension, and iters per independent draw at d=1000?	\(\propto d^{-0.94}\); ~2492 iterations per independent draw at d=1000, even optimally tuned. Random walks die in the typical set.	M12 hmc
Leapfrog stability threshold \(\varepsilon_\text{crit}\), and what a divergence physically is?	\(\varepsilon_\text{crit}=2/\omega\) (marginal at exactly 2; stable 2.00, explodes 2.01). A divergence = local curvature exceeding \(2/\varepsilon\) — an UNexplored region.	M12 hmc
Neal's funnel: divergences centered vs non-centered, and how deep does v reach?	13 → 0 divergences; v reaches \(-1.97\) (centered, stuck at the neck) vs \(-10.01\) (non-centered). LocScaleReparam flattens the curvature — the reflex for hierarchical models (M16).	M12 hmc
HMC optimal acceptance — and is a LOW HMC acceptance benign like the RW 0.234?	≈0.651; NO — low HMC acceptance means \(\varepsilon\) is near the cliff and divergences are imminent. It is an alarm, not the healthy 0.234.	M12 hmc
SGLD discretizes which SDE, and why not trust its tail probabilities?	Overdamped Langevin (Euler–Maruyama); at any usable step it is over-dispersed (variance \(1/(1-\varepsilon/4)\)), exact only as \(\varepsilon\to0\). Fine for point predictions, not calibrated tails.	M12 hmc
The ELBO identity: \(\log p(x) = ?\) — and is the KL to the prior or the posterior?	\(=\mathrm{ELBO}(q)+\mathrm{KL}(q\,\|\,p(\cdot\mid x))\) — KL to the POSTERIOR. Since \(\log p(x)\) is fixed, maximizing the ELBO minimizes that KL.	M13 vi-em-laplace
Laplace / EM / mean-field VI — each is what choice of q, with what signature failure?	Laplace = Gaussian at the mode (ELBO-optimal only asymptotically); EM = Dirac on \(\theta\) (no uncertainty); mean-field = factorized (means right, variances shrunk).	M13 vi-em-laplace
Mean-field VI on a correlated Gaussian: the marginal variance shrinks by exactly what factor?	\(1-\rho^2\) exactly (0.36 at \(\rho=0.8\)) — reverse-KL is mode-seeking. VI is confidently wrong on interval widths.	M13 vi-em-laplace
CAVI vs exact posterior-sd ratio for a NIG target — the closed form?	\(\sqrt{(a_n-1)/a_n}=\sqrt{0.8}=0.8944\) exactly; mean-field misses the t's \(\nu/(\nu-2)\) tail inflation.	M13 vi-em-laplace
Sum ELBO(q) + KL(q‖posterior) across DIFFERENT q on the same model — what do you get?	A constant: \(-2.3979\) for every q (because \(\log p(x)\) is fixed). That is why maximizing the ELBO = minimizing the KL.	M13 vi-em-laplace
A converged (flat) ELBO on a bad q-family — what does it prove about closeness to the posterior?	Nothing — only that you found the best member of Q; the residual KL is invisible without a second method. A confident mirage.	M13 vi-em-laplace
Ridge(\(\alpha\)) coefficients vs the Bayesian posterior mean — relationship, and \(\alpha\) in terms of \(\sigma^2,\tau^2\)?	Identical to machine precision (8.9e-16); \(\alpha=\sigma^2/\tau^2\) exactly. The penalty IS a prior precision.	M14 regression
Predictive variance in Bayesian regression: the two terms, and which grows off-support?	\(x_*^\top\Sigma_n x_*\) (epistemic, grows QUADRATICALLY off-support) \(+\ \sigma^2\) (aleatoric). The trumpet flares where the data ran out — exactly what OLS's point prediction hides.	M14 regression
Cross-validating \(\lambda\) (RidgeCV) is secretly which Bayesian procedure?	Empirical Bayes — CV-\(\alpha\) and the evidence-maximizing \(\sigma^2/\hat\tau^2\) track each other (corr 0.795). Tuning the regularizer = estimating the prior variance.	M14 regression
Three outliers injected: how far does the OLS slope move vs a t-likelihood slope?	OLS 0.4942→0.9109 (84% move); the t-slope stays 0.5187 (within 5%). A t-likelihood is a Gamma scale-mixture that down-weights outliers automatically.	M14 regression
\(\sigma^2\) unknown in regression: the predictive is Student-t with how many df?	\(t_{2a_n}\), scale\(^2=(b_n/a_n)(1+x_*^\top V_n x_*)\); wider than Gaussian by the t-multiplier (1.076 at \(\nu=17\)), most at small n.	M14 regression
"How many features?" becomes which Bayesian question?	"How strong a prior?" — underfit/overfit = prior too strong/too weak, a continuous knob the evidence sets. The doorway to Gaussian processes (M20).	M14 regression
Logistic MLE on linearly separable data: what happens?	It DIVERGES (\(\lVert\hat w\rVert\to\infty\), loss→0, no finite minimizer; the 17.955 plateau is optimizer tolerance). Any proper Gaussian prior = weight decay cures it.	M15 glms
A GLM = which three ingredients?	Exp-family response + linear predictor + a link onto the natural parameter. Bernoulli→logit, Poisson→log, Normal→identity — one recipe, different response stories.	M15 glms
MacKay's moderated prediction \(\sigma(m/\sqrt{1+\pi s^2/8})\): where is its gap vs plug-in exactly zero, and where largest?	Exactly zero at p=0.5 (\(\kappa>0\) can't flip the logit sign); largest at small n and \(p\approx0.854\). Integrate, don't plug — the plug-in is overconfident and miscalibrated.	M15 glms
Cross-entropy training IS what, statistically?	Bernoulli/categorical GLM maximum likelihood; MSE is Gaussian GLM ML. Choosing a loss is choosing a response distribution.	M15 glms
Survival regression, censoring 3%→70%: the \(S(c)\)-MLE slope vs the drop-censored slope?	\(S(c)\) holds (0.5497 / 0.554 / 0.5335); drop-censored collapses (0.447→0.1628→0.0969). A survivor contributes \(S(c)\), not a density.	M15 glms
Naive Bayes vs logistic: who wins asymptotically, and is there a guaranteed crossover?	Logistic has equal-or-lower asymptotic error and wins under misspecification (NB plateau 0.204 vs LR 0.069); naive Bayes reaches its asymptote faster. No guaranteed crossover — a race, not a law.	M15 glms
Partial-pooling weight \(w_j = ?\) — and it is which earlier formula, one level up?	\(w_j=(1/\sigma_j^2)/(1/\sigma_j^2+1/\tau^2)\); M05's master shrinkage at the second level = James–Stein made adaptive.	M16 hierarchical
Eight schools: raw \(\theta_A=28\) shrinks to what (and what are \(\mu,\tau\))?	8.23 (\(\mu=6.49\), \(\tau\) median 2.80) — the noisiest groups shrink hardest.	M16 hierarchical
Bake-off held-out MSE: no-pool vs complete-pool vs adaptive partial pooling?	2.019 / 1.978 / 1.691 — partial pooling beats BOTH extremes out of sample (trades a little bias for a large variance cut).	M16 hierarchical
Centered vs non-centered eight-schools: divergences, and how low a \(\tau\) does each explore?	86 divergences, never below \(\tau=0.723\) (centered) vs 0 divergences, reaches 0.004 (non-centered). Every hierarchical model is a funnel — non-center by reflex.	M16 hierarchical
Eight-schools empirical-Bayes \(\hat\tau = ?\) — and what does the plug-in do to intervals?	\(\hat\tau=0.00\) (a boundary estimate!); plug-in intervals come out 27% too narrow at J=8. Marginalize \(\tau\) when groups are few — EB is safe only at scale.	M16 hierarchical
A small \(\hat\tau\approx0\) with few groups — does it mean "no group effect"?	No — only that the data can't rule it out; \(\tau\)'s posterior has a long tail. Report it, don't collapse it to a point.	M16 hierarchical
Posterior predictive check: is a PPC p-value a calibrated significance test?	No — the data are used twice, so it is conservative (not Uniform); only extreme values inform, about the statistic you chose. Poisson PPC p=0.0000 → NB fix 0.611. [S5]	M17 model-checking
Log-evidence peaks at polynomial degree 3 while training MSE does what?	Falls MONOTONICALLY (0.4200→0.1656) — evidence has a built-in Occam factor (it even dips at degree 2, where a useless term pays Occam cost for zero fit gain). Complexity control by integration.	M17 model-checking
Evidence equals which quantity from module 02?	The prior-predictive density \(p(y)=\int p(y\mid\theta)p(\theta)d\theta\) — M02's discarded denominator; \(-\log p(y)\) is a codelength (MDL).	M17 model-checking
Lindley's paradox at n=\(10^4\), \(\bar x=0.0258\): p-value vs \(\mathrm{BF}_{01}\)?	p=0.0099 (rejects) but \(\mathrm{BF}_{01}=1.80\to17.93\) as \(\tau=0.5\to5\) (favors \(H_0\)), diverging as \(\tau\to\infty\). A diffuse alternative pays an Occam tax; the prior width never washes out.	M17 model-checking
p = 0.049: roughly what replication probability at p<0.05?	≈0.499 — a coin flip. Significance is signal-to-noise, not a promise of replication (a 2-SE effect has power 0.514).	M17 model-checking
PSIS-LOO vs exact LOO vs 10-fold vs WAIC on the same fit (elpd scale)?	\(-41.76\approx-41.94\approx-41.63\approx-41.66\) — all agree from a single fit. Evidence for M-closed, LOO/stacking for M-open.	M17 model-checking
Top hit of a large scan: raw 5.29 vs true 2.55 — what do you report?	The shrunk estimate 2.80 (winner's curse: \(\hat A\) from \(\mathrm{Var}(X)=A+1\)). The single most-significant result is the MOST inflated.	M18 scale-misspecification
BH vs local-fdr at q=0.1: how many discoveries, and what are they estimating?	166 vs 174 (FDP 0.069) — BH IS a Bayesian local-fdr, \(\mathrm{fdr}(z)=P(\text{null}\mid z)\); both control the same posterior null-probability.	M18 scale-misspecification
Sparse problem, 5-of-100 signals: horseshoe vs lasso vs ridge RMSE?	0.033 (horseshoe) vs 0.061 (lasso, 35 false positives) vs 0.267 (ridge, no zeros). Sparsity needs LOCAL, not global, shrinkage.	M18 scale-misspecification
Misspecified model: posterior sd 0.0739 but true sampling sd 0.1046 — which quantity fixes it?	The sandwich SE (0.1019) matches truth; the posterior is exactly right about a WRONG model. Internal coherence is intact, external calibration is not — audit the width.	M18 scale-misspecification
Power posterior \(p_\eta\propto p(y\mid\theta)^\eta\pi(\theta)\): effect on variance, and the \(\eta^*\) here?	Scales posterior variance by \(1/\eta\) (exact for flat priors); \(\eta^*=0.526\) recalibrated the misspecified slope to its sandwich width.	M18 scale-misspecification
EB interval width ratio at J=10 vs J=1000 — is EB safe at scale?	0.8657 mean but ERRATIC at J=10 (worst 0.0013, the \(\hat\tau\approx0\) boundary) → 0.9989 at J=1000. Overconfident + erratic at small J, essentially exact at scale.	M18 scale-misspecification
EM responsibilities vs Gibbs labels: which flags more uncertain boundary points, and why?	Gibbs (38 vs 24) — EM's responsibilities are plug-ins at \(\hat\theta\); Gibbs also averages over WHERE the boundary is. EM's crispness is partly an artifact.	M19 mixtures-dp
Averaging per-component traces without fixing label switching estimates what?	A nonexistent parameter (raw \(\overline{\mu_1}\approx1.70\), the data midpoint) — the mixture posterior has \(K!\) identical modes. Impose an ordering (swaps 27→0).	M19 mixtures-dp
CRP expected number of clusters \(E[K_n]\): exact formula, and why not \(\alpha\log n\)?	\(\alpha[\psi(\alpha+n)-\psi(\alpha)]\); the \(\alpha\log n\) shorthand errs in an \(\alpha\)-dependent direction (under at \(\alpha=1\), badly over at \(\alpha=5\): 23.587 vs 31.07).	M19 mixtures-dp
Parallel tempering with swap-accept 0.92 but the chain is still trapped at 0.013 — the lesson?	Acceptance rate is NOT mixing; a timid ladder whose top rung isn't hot enough never escapes. Plain P(x>0)=0.000 vs a proper tempered 0.532.	M19 mixtures-dp
DP mixture truncated at L=15: what does the posterior over #clusters do?	Peaks at the TRUE K=4 (p=0.482); stick weights decay geometrically so only \(O(\alpha\log n)\) sticks are occupied. L is a computational cap, not a belief about K.	M19 mixtures-dp
Is the Dirichlet process "infinitely many clusters"? Is it \(\alpha\)-free?	No and no — it is discrete and parsimonious (\(O(\alpha\log n)\) occupied); \(\alpha\) is a real hyperparameter setting granularity (the booklet even puts \(\pi(\alpha)\propto(1+\alpha)^{-2}\) on it).	M19 mixtures-dp
A GP is which earlier module at what limit — and the kernel equals what?	Module 14 at M=∞; the kernel \(k(x,x')=\phi(x)^\top\Sigma_w\phi(x')\) (Gaussian bumps → squared-exponential). The two routes match to 1.14e-14.	M20 gaussian-processes
GP posterior mean vs kernel ridge regression?	Identical to machine precision (8.02e-09); the noise variance \(\sigma_n^2\) is exactly the ridge penalty \(\lambda\).	M20 gaussian-processes
GP marginal likelihood picks lengthscale 1.581 over an overfit \(\ell=0.05\) that fits training better — why?	Evidence = fit + complexity (M17 in function space): best fit \(-12.412\) but WORST evidence \(-32.637\). Occam is built in — no validation set required.	M20 gaussian-processes
Latent-function band \(\mathrm{Var}[f_*\mid y]\) vs a band for a new observation \(\tilde y_*\) — the difference?	The predictive band adds \(\sigma_n^2\); the latent band excludes observation noise. Calibration checks need the predictive band.	M20 gaussian-processes
An RBF GP extrapolated a couple of lengthscales past the data does what?	Reverts to the prior mean (usually 0), confidently mean-reverting (band → 0.9834), pinching to ~0 at noiseless data. Encode a trend/period or it won't invent it.	M20 gaussian-processes
Exact GP cost scaling, and the standard escapes?	\(O(n^3)\) (512× from n=100 to 800); inducing-point / variational GPs and tree-based BART are the escapes — three priors over functions, one inference.	M20 gaussian-processes
Kalman filter: predict step vs update step — which of the four lines, and what happens to variance?	Predict = marginalize the transition (line 3, variance GROWS by q); update = M05 Normal-Normal conditioning (line 2, variance SHRINKS). Byte-identical to normal_known_var_update (8.9e-16).	M21 state-space
The Kalman gain \(K = ?\) — and it IS which recurring weight?	\(K=P^-/(P^-+r)\) = data precision / total precision — the master shrinkage weight, now across time with q in the role of \(\tau^2\). Nothing new.	M21 state-space
